"Net","Regist","anillador","Codigo","No_anillo","No_anillo.","Anillo.color","Codigo.especie","FAMILY","Genus","species","spp","Edad","Codigo.fechado","SEXO..M.H.D.","Codigo.Sexado","SEX.MOLEC","MUSCULO","PROCLO","PARINC","GRASA","MUDA.CORP","MUDA.VUEL","MUDA.COLA","DESG.VUEL","PLUMJUV","ALA","COLA","CULMEN","APERTURA","TARSO","PESO","COJO","CPIEL","CPATAS","ECTOPARASITO","SANGRE","H1","H2","H3","H4","RED","FECHA","Year.x","ECTO.ROJO","Dondectos","Cuantosectos","OBSERVACIONES","CREST","Specific.Habitat","general.habitat","Field.Site","REGION","PATCH.SIZE","Netline","Foragero","SAMPLE.NUMBER","Categories","lon","lat","ele","Net.number","Year.y"
"1_Culo_2011","5338","TJ","N","N00210","N00210#","-","DECE","DENDROCOLAPTIDAE","Dendrocolaptes","certhia","Dendrocolaptes certhia","D","-","D","-","","4","N","V","N","N","N","I","I","-","126","120","31.5","45.8","26.8","72.18","Mo","M","G","1","1","1","5","2","4","1","21-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","U-LI-R","","BREEDER",-73.47394282,-3.897686228,121.2510986,"1",2011
"1_Culo_2011","5295","CS","N","A00781","A00781#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","I","H","I","","3","N","N","F","N","N","N","N","N","69","76","11.2","16.7","15.4","13.48","Mo","G","Go","1","1","1","6","2","5","1","20-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","QUIESCENT",-73.47394282,-3.897686228,121.2510986,"1",2011
"1_Culo_2012","CU6","JU","N","E1125","E1125#","N-AD","NECH","PIPRIDAE","Neopelma","chrysocephalum","Neopelma chrysocephalum","A","O","D","-","","2","N","N","N","L","N","N","I","N","71","54","8.6","16.9","14.9","15.71","Cr","AG","GD","1","2+","0","8","3","6","1","18-Sep-12",2012,"","","","FTA",25.8,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-FR-F","","",-73.43134255,-3.910161769,133.2674561,"1",2012
"1_Culo_2012","CU40","DS","N","C0245","C0245#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","2","N","N","N","I","N","N","I","-","64","71","12.2","16.4","16.8","11.54","Mo","G","GD","1","1","1","1","4","5","1","19-Sep-12",2012,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","",-73.43134255,-3.910161769,133.2674561,"1",2012
"1_Culo_2012","CU12","DU","N","J00460","J00460#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","P","D","-","","4","N","N","N","N","N","I","N","N","70","73","11.8","17.3","17.2","13.5","Mo","G","GD","1","1","0","9","2","2","1","18-Sep-12",2012,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","",-73.43134255,-3.910161769,133.2674561,"1",2012
"1_IIAP PROT_2011","4698","AB","N","A00592","A00592#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","5","N","N","I","L","A","L","L","-","66","61","10.9","16.6","18.7","13.84","MO","G","GO","-","1","0","9","1","4","1","1-Sep-11",2011,"","FURCULA","","chiggers on furicula",NA,"varillal humedo","wsf","IIAP PROT","KM 28","medium","IIAP PROT","S-SI-B","","",-73.44547503,-3.938991744,141.9193115,"1",2011
"1_IIAP PROT_2011","4697","TJ","N","E00490","E00490#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","-","H","O","","3","N","N","N","N","N","N","N","-","66","31","6.1","12.1","14.3","11.25","R","GO","GO","-","1","0","9","1","5","1","1-Sep-11",2011,"","","","",NA,"varillal humedo","wsf","IIAP PROT","KM 28","medium","IIAP PROT","S-FR-F","","QUIESCENT",-73.44547503,-3.938991744,141.9193115,"1",2011
"1_IIAP PROT_2011","4667","LC","N","A00585","A00585#","-","TEER","TYRANNIDAE ","Terenotriccus ","erythrurus","Terenotriccus  erythrurus","A","-","D","-","","2","N","N","N","N","N","N","I","-","53","42","6.7","9.9","16.4","8.4","MO","GO","GD","-","-","0","8","1","5","1","31-Aug-11",2011,"","","","",NA,"varillal humedo","wsf","IIAP PROT","KM 28","medium","IIAP PROT","S-SI-A","","QUIESCENT",-73.44547503,-3.938991744,141.9193115,"1",2011
"1_IIAP PROT_2011","4666","AdH","N","A00584","A00584#","-","TEER","TYRANNIDAE ","Terenotriccus ","erythrurus","Terenotriccus  erythrurus","A","-","D","-","","2","N","N","N","N","N","N","I","-","53","41","8.6","13","17.8","7.08","MO","A","D","1","-","0","8","1","9","1","31-Aug-11",2011,"","","","",NA,"varillal humedo","wsf","IIAP PROT","KM 28","medium","IIAP PROT","S-SI-A","","QUIESCENT",-73.44547503,-3.938991744,141.9193115,"1",2011
"1_Jefe Madre_2011","JM14","SS","N","E00816","E00816#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","4","N","V","N","N","N","N","L","-","71","79","10.2","16.3","15.6","-","Mo","G","G","1","1","0","8","3","1","1","8-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Jefe Madre","Mishana","large","Jefe Madre","S-SI-B","JM14","BREEDER",-73.47750094,-3.900619559,131.1044922,"1",2011
"1_Jefe Madre_2011","JM27","TJ","N","E00818","E00818#","AC-","NECH","PIPRIDAE","Neopelma","chrysocephalum","Neopelma chrysocephalum","A","O","D","-","","3","N","N","I","I","N","N","I","-","75","60","8.6","15.2","15.7","18.11","Cr","GA","G","1","1","-","-","-","-","1","8-Oct-11",2011,"","","","Crown = 29mm",NA,"varillal seco","wsf","Jefe Madre","Mishana","large","Jefe Madre","S-FR-F","JM27","",-73.47750094,-3.900619559,131.1044922,"1",2011
"1_Lek 1_2009","V1289","SC","N","847","0847#","#NAME?","EPHA","THAMNOPHILIDAE ","Epinecrophylla","haematonota","Epinecrophylla haematonota",NA,"-","M","P","","2","N","N","I","N","N","N","I","-","52","34","8.1","15.9","15.7","8.05","Mc","G","G","1","1","0","7","1","9","1","26-Sep-09",2009,"CHIGGERS CLOACA","CLOACA","1(20)","1(20) cloaca",NA,"varillal humedo","wsf","Lek1","km 25","medium","Lek 1","","","QUIESCENT",-73.41072885,-3.95255534,NA,"1",2009
"1_Lek 1_2009","V1298","SC","N","854","0854#","CLD","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"-","M","P","","2","N","N","I","N","N","N","I","-","66","27","6.3","13.7","14.5","10.4","R","G","G","1","1","1","6","1","8","1","27-Sep-09",2009,"","","","",NA,"varillal humedo","wsf","Lek1","km 25","medium","Lek 1","S-FR-F","","QUIESCENT",-73.41072885,-3.95255534,NA,"1",2009
"1_Lek 1_2009","V1295","SC","N","852","0852#","#NAME?","HYHX","THAMNOPHILIDAE ","Hypocnemis","hypoxantha","Hypocnemis hypoxantha",NA,"-","D","B","","2","N","A","I","N","N","N","L","-","53","40","9.1","19","18.6","13.1","M","G","G","1","1","0","8","5","3","1","27-Sep-09",2009,"CHIGGERS CLOACA, FURCULA","CLOACA, FURCULA","2(4); 1","POOP",NA,"varillal humedo","wsf","Lek1","km 25","medium","Lek 1","","","",-73.41072885,-3.95255534,NA,"1",2009
"1_Lek 1_2009","V1296","SC","N","853","0853#","#NAME?","PEAR","THAMNOPHILIDAE ","Percnostola","arenarum","Percnostola arenarum",NA,"-","H","P","","3","N","A","I","N","N","N","L","-","65","48","12.2","24.1","28.3","23.35","G","G","G","1","1","1","1","5","3","1","27-Sep-09",2009,"","","","",NA,"varillal humedo","wsf","Lek1","km 25","medium","Lek 1","S-LI-F","","",-73.41072885,-3.95255534,NA,"1",2009
"1_Lek 1_2009","V1309","SS","RO","6981","6981#","#NAME?","EPHA","THAMNOPHILIDAE ","Epinecrophylla","haematonota","Epinecrophylla haematonota",NA,"-","M","P","","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","29-Sep-09",2009,"","","","",NA,"varillal humedo","wsf","Lek1","km 25","medium","Lek 1","","","",-73.41072885,-3.95255534,NA,"1",2009
"1_Lek 1_2009","V1299","SS","N","855","0855#","CCR","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"-","M","P","","2","N","N","I","N","N","N","I","-","67","28","6.1","14.1","14.4","10.4","R","G","G","1","1","1","6","4","2","1","27-Sep-09",2009,"","","","",NA,"varillal humedo","wsf","Lek1","km 25","medium","Lek 1","S-FR-F","","QUIESCENT",-73.41072885,-3.95255534,NA,"1",2009
"1_Lek 1_2009","V1311","SS","N","864","0864#","NBR","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus",NA,"-","D","-","","2","N","N","I","L","N","N","L","-","56","46","16.9","14.7","16.4","8.5","M","G","G","1","1","0","9","5","6","1","29-Sep-09",2009,"Heces","","","",NA,"varillal humedo","wsf","Lek1","km 25","medium","Lek 1","S-SO-F","","",-73.41072885,-3.95255534,NA,"1",2009
"1_Lek 1_2010","3059","JKM","R","J00031","J00031#","NDN","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","25-Aug-10",2010,"","","","",NA,"varillal humedo","wsf","Varillal 3","km 25","medium","Lek 1","S-LI-R","","",-73.41072885,-3.95255534,150.5710449,"1",2010
"1_Lek 1_2010","3016","OT","A","857","0857#","CRD","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","P","M","P","","3","N","N","N","N","N","N","I","N","66","21","7","12.6","16.1","-","R","G","G","1","1","-","-","-","-","1","23-Aug-10",2010,"","","","",NA,"varillal humedo","wsf","Varillal 3","km 25","medium","Lek 1","S-FR-F","","QUIESCENT",-73.41072885,-3.95255534,150.5710449,"1",2010
"1_Lek 1_2010","3045","OT","N","E00115","E00115#","NLR","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","-","M","P","","3","P","N","N","N","N","N","I","N","67","45","11.7","20.7","24.2","17.3","MO","G","G","1","2","1","0","2","1","1","24-Aug-10",2010,"","","","",NA,"varillal humedo","wsf","Varillal 3","km 25","medium","Lek 1","S-LI-R","","",-73.41072885,-3.95255534,150.5710449,"1",2010
"1_Madre Edge_2011","ME034","BC","N","E00655","E00655#","LN","MYCS","THAMNOPHILIDAE ","Myrmeciza","castanea","Myrmeciza castanea","A","P","M","P","","3","N","N","N","L","S","N","I","-","54","36","10.5","18.1","24.3","15.15","Mo","Go","D","1","1","0","7","1","0","1","3-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LI-F","ME034","MOLTER",-73.47644499,-3.911753073,122.9333496,"1",2011
"1_Madre Edge_2011","ME027","AB","N","N00212","N00212#","NR","TUAL","TURDIDAE ","Turdus","albicollis","Turdus albicollis","A","P","D","-","","3","N","N","N","I","N","I","I","N","101","83","11.6","24.1","18.7","51.77","M","A","G","1","1","1","2","5","2","1","2-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LO-F","ME027","",-73.47644499,-3.911753073,122.9333496,"1",2011
"1_Madre Edge_2011","ME033","CS","N","E00656","E00656#","AB","MYCS","THAMNOPHILIDAE ","Myrmeciza","castanea","Myrmeciza castanea","A","P","H","P","","3","N","V","L","N","A","N","I","-","54","34","10.5","18.6","23.7","17.3","Mo","Go","Do","1","1","0","7","1","6","1","3-Oct-11",2011,"","","","Likely female",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LI-F","ME033","BREEDER",-73.47644499,-3.911753073,122.9333496,"1",2011
"1_Madre Edge_2012","2ME51","AH","N","C0588","C0588#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","I","H","P","","2","N","A","I","N","N","N","I","-","66","30","7.3","14.8","15.5","13.74","R","G","Go","1","1","0","9","2","0","1","30-Oct-12",2012,"CHIGGERS BREAST","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-FR-F","","",-73.4813686,-3.907432454,NA,"1",2012
"1_Mishana 1_2009","M1680","AR","N","2886","2886#","#NAME?","AUOC","FURNARIIDAE ","Automolus","ochrolaemus","Automolus ochrolaemus",NA,"-","D","-","","4","N","N","N","I","A","N","I","-","88","82","15","25.6","23.3","33.77","Mo","Ac","G","1","2","0","7","1","4","1","15-Nov-09",2009,"","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","S-LI-D","","",-73.49605914,-3.896659613,130.3835449,"1",2009
"1_Mishana 1_2009","M1727","AR","N","220","0220#","#NAME?","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-","D","-","","2","N","N","N","I","N","N","I","-","68","68","11.1","16.9","16.9","11.96","M","G","G","1","2","1","4","3","8","1","15-Nov-09",2009,"","","","POOP",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","S-SI-B","","",-73.49605914,-3.896659613,130.3835449,"1",2009
"1_Mishana 1_2009","M1672","MT","N","210","0210#","LLN","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons",NA,"-","D","-","","5","N","N","I","N","N","L","I","-","75","67","9.5","15.7","16.5","15.13","M","M","G","1","2","1","4","2","0","1","14-Nov-09",2009,"piojos en ala","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","S-LI-R","","",-73.49605914,-3.896659613,130.3835449,"1",2009
"1_Mishana 1_2009","M1684","PS","N","2889","2889#","#NAME?","MIMA","TROGLODYTIDAE ","Microcerculus","marginatus","Microcerculus marginatus",NA,"-","D","-","","3","N","N","F","N","N","L","L","-","59","22","12.9","23.1","23.4","18.2","M","G","G","1","2","0","7","5","5","1","15-Nov-09",2009,"","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","G-SI-G","","",-73.49605914,-3.896659613,130.3835449,"1",2009
"1_Mishana 1_2009","M1705","PS","N","214","0214#","LRB","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-","D","-","","4","N","N","L","N","N","N","I","-","72","62","8.6","15.8","15.9","14.65","M","G","G","1","2","1","1","1","4","1","15-Nov-09",2009,"","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","S-SI-B","","QUIESCENT",-73.49605914,-3.896659613,130.3835449,"1",2009
"1_Mishana 1_2009","M1758","MT","R","6702","6702#","NLB","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","16-Nov-09",2009,"","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","S-SI-B","","",-73.49605914,-3.896659613,130.3835449,"1",2009
"1_Mishana 1_2011","M1-44","AdH","R","6224","6224#","RCL","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.93","-","-","-","-","-","-","-","-","-","1","1-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-SI-B","M1-44","",-73.49605914,-3.896659613,130.3835449,"1",2011
"1_Mishana 1_2011","M1-43","JU","N","E00547","E00547#","-","MYMY","THAMNOPHILIDAE ","Myrmoborus","myotherinus","Myrmoborus myotherinus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20.58","-","-","-","-","-","-","-","-","-","1","1-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-SI-F","M1-43","",-73.49605914,-3.896659613,130.3835449,"1",2011
"1_Mishana 1_2011","M1-51","JU","N","E00549","E00549#","RC","HEAX","PIPRIDAE","Heterocercus","aurantiivertex","Heterocercus aurantiivertex","A","-","M","P","","2","N","N","N","I","N","N","I","N","82","65","8.3","18.3","13.9","21.08","MO","G","G","-","2","1","0","3","3","1","1-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","U-FR-F","M1-51","",-73.49605914,-3.896659613,130.3835449,"1",2011
"1_Mishana 1_2011","M1-67","SS","X","-","-#","-","THFU","TROCHILIDAE ","Thalurania","furcata","Thalurania furcata","A","-","H","P","","1","N","N","N","N","S","N","M","-","48","32","19.1","22.8","-","4.53","Mo","Gc","Gd","-","-","1","1","4","9","1","1-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-NI-F","M1-67","MOLTER",-73.49605914,-3.896659613,130.3835449,"1",2011
"1_Mishana 1_2011","M1-98","CS","N","J00275","J00275#","N-BD","XIEL","DENDROCOLAPTIDAE","Xiphorhynchus","elegans","Xiphorhynchus elegans","A","-","D","-","","3","N","N","F","L","N","N","I","-","106","97","28.5","40.3","22.5","40.08","Go","Gc","G","1","2","0","9","5","1","1","1-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","U-SI-B","M1-98","",-73.49605914,-3.896659613,130.3835449,"1",2011
"1_Mishana 1_2012","1M58","OT","N","C0424","C0424#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","4","N","N","L","A","N","N","I","-","69","73","7.8","14.8","16","13.8","Mo","Go","G","1","2","1","6","3","9","1","21-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-SI-B","","MOLTER",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M25","EB","N","C0416","C0416#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","3","N","N","N","I","N","N","I","-","66","61","8.4","14.5","16.6","12.38","Mo","Go","GD","1","1","0","9","3","7","1","21-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-SI-B","","",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M137","EB","N","C0445","C0445#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","5","N","N","N","N","N","N","L","-","69","58","8.1","15.3","15.8","40.42","Mo","G","GD","1","1","1","1","0","9","1","23-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-SI-B","","QUIESCENT",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M27","OT","A","E00564","E00564#","N-CN","MYHX","THAMNOPHILIDAE ","Myrmotherula","hauxwelli","Myrmotherula hauxwelli","A","P","H","P","","4","N","N","N","A","A","N","I","-","52","29","8.3","15.8","17.6","11.12","Mo","G","G","1","1","0","9","3","8","1","21-Oct-12",2012,"CHIGGERS CLOACA","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-SI-F","","MOLTER",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M71","JU","N","E1175","E1175#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","J","O","D","-","","3","N","N","N","N","N","N","L","-","62","30","7.3","14.6","13.5","13.84","Jc","Go","Go","1","-","0","7","4","6","1","22-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-FR-F","","QUIESCENT",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M67","DU","N","E1172","E1172#","-","PIER","PIPRIDAE","Pipra","erythrocephala","Pipra erythrocephala","J","O","D","-","","2","N","N","N","N","N","N","L","-","63","29","7.5","15","14.1","11.82","JM","Go","N","1","1","0","7","3","2","1","22-Oct-12",2012,"","","","POOP",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-FR-F","","QUIESCENT",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M47","OT","R","2894","2894#","-D-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus",NA,"-","H","P","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","21-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-LI-R","","",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M45","JcM","A","J00270","J00270#","C-BR","XIEL","DENDROCOLAPTIDAE","Xiphorhynchus","elegans","Xiphorhynchus elegans","A","RC","H","I","","3","N","V","N","N","N","N","L","-","95","85","24.7","36","21.8","32.98","Mo","G","G","1","1","1","3","2","9","1","21-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","U-SI-B","","BREEDER",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M10","KS","A","E00551","E00551#","-","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons","A","RC","D","-","","2","N","N","F","N","N","N","I","-","68","40","10.8","20.5","23.9","18.46","Mo","Go","J","1","1","0","8","2","2","1","21-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-LI-R","","QUIESCENT",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M84","AS","P","-","-#","-","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata","A","I","H","P","","2","N","A","N","I","N","N","L","-","56","30","6.4","11.8","16.5","-","M","G","N","1","-","-","-","-","-","1","22-Oct-12",2012,"","","","ESCAPED BEFORE BANDED",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-FR-F","","",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M15","JcM","N","C0414","C0414#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","D","-","D","-","","3","N","N","I","N","N","N","I","-","62","28","7.2","14.3","13.9","12.1","RA","Go","Go","1","2","0","8","4","3","1","21-Oct-12",2012,"","","","LICE",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-FR-F","","QUIESCENT",-73.49605914,-3.896659613,130.3835449,"1",2012
"1_Mishana 1_2012","1M70","AH","N","E1174","E1174#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","J","O","D","-","","3","N","N","N","N","N","N","I","-","65","31","7.1","14","15.3","11.96","Jc","Go","Go","1","1","0","7","4","7","1","22-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Mishana 1","Mishana","medium","Mishana 1","S-FR-F","","QUIESCENT",-73.49605914,-3.896659613,130.3835449,"1",2012
